Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Gravel,Birmingham,2020-01-16,4,3956,2020-01-24,03913/012ORRO
Road,Birmingham,2020-09-09,3,1535,2020-09-16,48321/001ORRO
Mountain,London,2020-02-05,4,3735,2020-02-11,84123/002ORRO
Gravel,Manchester,2020-09-16,1,2666,2020-09-18,12349/014ORRO
Gravel,Birmingham,2020-12-18,1,3396,2021-01-06,19312/032ORRO
Road,Birmingham,2020-01-15,5,1305,2020-01-31,23144/014ORRO
Road,Leeds,2020-07-20,3,3404,2020-08-07,03913/012ORRO
Gravel,York,2020-01-19,2,2286,2020-01-23,03913/012ORRO
Gravel,London,2020-03-29,1,2122,2020-04-18,48321/001ORRO
Gravel,Leeds,2020-08-03,5,2783,2020-08-11,84123/002ORRO
Road,Manchester,2020-03-08,5,2763,2020-03-12,12349/014ORRO
Gravel,Birmingham,2020-09-09,4,3912,2020-09-12,19312/032ORRO
Gravel,Birmingham,2020-10-01,3,1750,2020-10-15,23144/014ORRO
Gravel,Leeds,2020-05-25,1,1528,2020-06-04,03913/012ORRO
Gravel,York,2020-03-18,4,3984,2020-03-21,03913/012ORRO
Gravel,Manchester,2020-07-06,4,1959,2020-07-23,48321/001ORRO
Road,York,2020-11-16,1,3322,2020-11-23,84123/002ORRO
Gravel,Manchester,2020-09-28,2,3203,2020-10-03,12349/014ORRO
Gravel,Birmingham,2020-10-08,2,3752,2020-10-15,19312/032ORRO
Gravel,York,2020-06-25,3,2527,2020-07-12,23144/014ORRO
Road,London,2020-03-18,2,3046,2020-03-21,03913/012ORRO
Mountain,London,2020-04-27,2,2018,2020-05-13,03913/012ORRO
Gravel,London,2020-04-11,5,3946,2020-04-28,48321/001ORRO
Gravel,Birmingham,2020-02-24,5,2766,2020-03-12,84123/002ORRO
Gravel,Leeds,2020-07-01,5,3352,2020-07-15,12349/014ORRO
Gravel,London,2020-12-21,3,2849,2020-12-27,19312/032ORRO
Gravel,Leeds,2020-05-15,5,2927,2020-05-21,23144/014ORRO
Gravel,Manchester,2020-10-06,1,2226,2020-10-10,BROM12042/912
Mountain,Birmingham,2020-04-05,3,2400,2020-04-18,BROM93423/120
Road,York,2020-07-02,4,2364,2020-07-08,BROM12319/123
Road,Birmingham,2020-09-03,5,1649,2020-09-19,BROM12459/124
Gravel,York,2020-02-26,3,3729,2020-03-15,BROM12493/230
Mountain,Birmingham,2020-09-30,3,2783,2020-10-12,BROM24292/102
Road,London,2020-05-15,2,3894,2020-05-25,BROM31821/300
Road,York,2020-01-21,3,2815,2020-01-26,BROM34921/102
Gravel,Manchester,2020-03-21,3,1533,2020-04-10,BROM12042/913
Mountain,Manchester,2020-02-20,2,2604,2020-02-24,BROM93423/121
Mountain,York,2020-01-13,3,3549,2020-01-27,BROM12319/124
Mountain,Manchester,2020-08-26,3,3197,2020-08-27,BROM12459/125
Road,York,2020-03-25,2,3854,2020-03-29,BROM12493/231
Mountain,Leeds,2020-11-13,4,999,2020-12-02,BROM24292/103
Mountain,Manchester,2020-04-07,2,2118,2020-04-25,BROM31821/301
Gravel,Leeds,2020-12-04,1,2823,2020-12-05,BROM34921/103
Gravel,London,2020-08-31,2,3326,2020-09-06,BROM12042/914
Road,York,2020-07-07,5,2604,2020-07-11,BROM93423/122
Mountain,Leeds,2020-07-13,1,2472,2020-07-23,BROM12319/125
Road,London,2020-01-07,5,2193,2020-01-26,BROM12459/126
Road,York,2020-01-23,4,3602,2020-01-27,BROM12493/232
Mountain,Manchester,2020-09-04,1,2569,2020-09-10,BROM24292/104
Mountain,London,2020-04-14,5,3541,2020-04-17,BROM31821/302
Road,Manchester,2020-02-10,1,3241,2020-02-28,BROM34921/104
Road,York,2020-11-10,4,1707,2020-11-16,BROM12042/915
Mountain,Manchester,2020-09-30,3,2895,2020-10-15,BROM93423/123
Road,York,2020-04-03,4,2529,2020-04-12,BROM12319/126
Gravel,Leeds,2020-04-04,1,2201,2020-04-07,BROM12459/127
Mountain,Manchester,2020-09-23,5,3941,2020-09-29,BROM12493/233
Road,Birmingham,2020-10-27,5,3600,2020-11-13,BROM24292/105
Mountain,York,2020-11-20,2,1271,2020-11-25,BROM31821/303
Gravel,Manchester,2020-12-06,3,866,2020-12-24,BROM34921/105
Road,London,2020-11-04,5,2057,2020-11-21,BROM12042/916
Road,Birmingham,2020-02-09,5,2762,2020-02-26,BROM93423/124
Road,Manchester,2020-11-09,5,3374,2020-11-23,BROM12319/127
Mountain,Manchester,2020-08-21,5,873,2020-09-02,BROM12459/128
Road,Manchester,2020-02-29,5,3751,2020-03-11,BROM12493/234
Mountain,Birmingham,2020-04-27,4,3142,2020-05-15,BROM24292/106
Gravel,Birmingham,2020-10-23,3,3525,2020-11-05,BROM31821/304
Mountain,Leeds,2020-09-09,2,1254,2020-09-15,BROM34921/106
Road,London,2020-10-08,4,1893,2020-10-21,BROM12042/917
Gravel,York,2020-08-06,2,1228,2020-08-12,BROM93423/125
Mountain,Leeds,2020-11-23,4,3060,2020-11-27,BROM12319/128
Mountain,Birmingham,2020-07-06,1,1889,2020-07-21,BROM12459/129
Gravel,Birmingham,2020-05-02,1,2176,2020-05-20,BROM12493/235
Road,Leeds,2020-04-01,1,3588,2020-04-05,BROM24292/107
Gravel,Birmingham,2020-05-01,5,801,2020-05-08,BROM31821/305
Road,York,2020-05-25,3,2239,2020-06-04,BROM34921/107
Gravel,Manchester,2020-11-13,2,1889,2020-11-29,BROM12042/918
Road,York,2020-06-09,2,1128,2020-06-19,BROM93423/126
Road,Leeds,2020-01-23,5,3128,2020-02-11,BROM12319/129
Mountain,Birmingham,2020-04-08,1,1441,2020-04-15,BROM12459/130
Gravel,London,2020-02-15,3,3577,2020-02-26,BROM12493/236
Gravel,Birmingham,2020-06-16,2,3744,2020-07-01,BROM24292/108
Mountain,York,2020-05-26,3,3243,2020-06-10,BROM31821/306
Road,Birmingham,2020-07-10,5,3577,2020-07-22,BROM34921/108
Gravel,Leeds,2020-03-13,5,2867,2020-03-17,BROM12042/919
Mountain,Manchester,2020-08-24,2,985,2020-09-09,BROM93423/127
Mountain,York,2020-02-07,3,2095,2020-02-21,BROM12319/130
Road,Leeds,2020-07-28,1,2131,2020-08-12,BROM12459/131
Mountain,York,2020-07-06,2,1896,2020-07-21,BROM12493/237
Gravel,London,2020-06-18,1,987,2020-06-28,BROM24292/109
Gravel,Manchester,2020-05-28,5,1671,2020-05-29,BROM31821/307
Road,Manchester,2020-01-30,5,3823,2020-02-03,BROM34921/109
Mountain,Manchester,2020-12-17,5,3196,2020-12-24,BROM12042/920
Mountain,Leeds,2020-08-14,4,3723,2020-08-30,BROM93423/128
Road,Manchester,2020-04-20,1,946,2020-05-01,BROM12319/131
Road,Leeds,2020-05-14,1,1415,2020-05-25,BROM12459/132
Mountain,London,2020-10-13,5,1729,2020-10-23,BROM12493/238
Gravel,Leeds,2020-02-24,1,2581,2020-03-07,BROM24292/110
Road,Leeds,2020-03-19,5,990,2020-04-08,BROM31821/308
Mountain,London,2020-01-29,5,2179,2020-02-13,BROM34921/110
Road,Leeds,2020-10-10,4,2698,2020-10-18,BROM12042/921
Gravel,London,2020-02-22,3,1076,2020-02-27,BROM93423/129
Road,Birmingham,2020-01-13,2,1526,2020-01-28,BROM12319/132
Mountain,Manchester,2020-07-03,1,3445,2020-07-04,BROM12459/133
Mountain,London,2020-12-21,1,1157,2021-01-05,12123/014KONA
Road,York,2020-12-24,3,1898,2021-01-02,84123/192KONA
Mountain,London,2020-10-12,1,3624,2020-10-20,02381/123KONA
Gravel,Leeds,2020-02-02,3,1864,2020-02-22,83481/012KONA
Road,Manchester,2020-09-16,5,2410,2020-09-28,93481/014KONA
Mountain,Leeds,2020-08-11,2,1862,2020-08-16,94120/015KONA
Gravel,London,2020-10-03,1,3915,2020-10-19,92423/192KONA
Road,London,2020-08-22,4,2696,2020-09-06,83412/824KONA
Mountain,Birmingham,2020-01-23,3,1437,2020-02-04,81233/023KONA
Gravel,York,2020-10-06,2,1450,2020-10-18,12123/014KONA
Gravel,London,2020-01-26,1,1027,2020-02-11,84123/192KONA
Mountain,York,2020-01-30,1,3513,2020-02-14,02381/123KONA
Mountain,Leeds,2020-01-02,5,3349,2020-01-12,83481/012KONA
Mountain,Manchester,2020-12-02,2,1365,2020-12-17,93481/014KONA
Road,London,2020-03-07,1,3008,2020-03-23,94120/015KONA
Road,Birmingham,2020-02-26,3,3123,2020-03-03,92423/192KONA
Mountain,Birmingham,2020-12-19,2,1063,2020-12-31,83412/824KONA
Mountain,Leeds,2020-05-07,1,3837,2020-05-13,81233/023KONA
Road,Birmingham,2020-08-08,1,2872,2020-08-14,12123/014KONA
Road,Manchester,2020-05-29,5,2074,2020-06-15,84123/192KONA
Road,London,2020-12-14,5,2472,2020-12-24,02381/123KONA
Mountain,York,2020-03-28,5,1765,2020-04-08,83481/012KONA
Mountain,York,2020-03-29,4,2146,2020-04-17,93481/014KONA
Gravel,London,2020-09-20,1,3363,2020-09-24,94120/015KONA
Gravel,Leeds,2020-09-21,3,1426,2020-09-23,92423/192KONA
Mountain,Leeds,2020-03-23,2,3600,2020-03-27,83412/824KONA
Gravel,Birmingham,2020-02-15,2,2398,2020-02-20,81233/023KONA
Mountain,Birmingham,2020-03-23,1,1559,2020-04-04,12123/014KONA
Mountain,Manchester,2020-08-09,4,2717,2020-08-22,84123/192KONA
Mountain,London,2020-06-27,1,1192,2020-07-09,02381/123KONA
Gravel,London,2020-04-06,1,3704,2020-04-13,83481/012KONA
Mountain,Manchester,2020-04-28,3,2879,2020-05-06,93481/014KONA
Road,York,2020-06-12,2,1405,2020-06-25,94120/015KONA
Mountain,Leeds,2020-08-17,2,2990,2020-08-24,92423/192KONA
Road,London,2020-06-06,2,1685,2020-06-18,83412/824KONA
Gravel,York,2020-02-12,1,2843,2020-02-28,81233/023KONA
Gravel,London,2020-04-19,5,2581,2020-04-23,12123/014KONA
Gravel,Manchester,2020-07-28,4,3636,2020-08-09,84123/192KONA
Gravel,Leeds,2020-09-24,3,2712,2020-10-07,02381/123KONA
Road,Leeds,2020-05-21,5,1835,2020-05-29,83481/012KONA
Mountain,Birmingham,2020-06-11,5,3396,2020-06-18,93481/014KONA
Mountain,Manchester,2020-10-19,2,2511,2020-10-20,94120/015KONA
Gravel,Birmingham,2020-04-24,4,1030,2020-04-29,92423/192KONA
Gravel,London,2020-07-12,2,3199,2020-07-21,83412/824KONA
Gravel,Manchester,2020-12-11,1,1297,2020-12-22,81233/023KONA
Mountain,Leeds,2020-12-30,1,2312,2021-01-04,12123/014KONA
Road,York,2020-06-29,2,1919,2020-07-04,84123/192KONA
Road,Birmingham,2020-06-13,3,3963,2020-06-23,02381/123KONA
Road,York,2020-09-27,1,2855,2020-10-13,83481/012KONA
Gravel,Leeds,2020-04-02,5,1868,2020-04-06,93481/014KONA
Road,York,2020-12-06,1,2956,2020-12-22,94120/015KONA
Gravel,Birmingham,2020-01-11,3,3046,2020-01-14,92423/192KONA
Road,Birmingham,2020-11-22,1,2919,2020-12-11,83412/824KONA
Mountain,Leeds,2020-05-13,1,2965,2020-05-25,81233/023KONA
Gravel,Birmingham,2020-04-23,2,2760,2020-05-03,12123/014KONA
Gravel,Manchester,2020-03-02,2,1829,2020-03-22,84123/192KONA
Road,York,2020-10-17,3,3678,2020-10-19,02381/123KONA
Mountain,York,2020-11-20,5,3457,2020-11-30,83481/012KONA
Road,Birmingham,2020-02-12,1,2773,2020-03-03,93481/014KONA
Gravel,York,2020-06-09,5,2073,2020-06-12,94120/015KONA
Mountain,London,2020-01-13,5,2158,2020-01-14,92423/192KONA
Mountain,York,2020-06-21,1,3629,2020-06-30,83412/824KONA
Gravel,Birmingham,2020-12-23,2,3617,2021-01-11,81233/023KONA
Mountain,Manchester,2020-01-13,4,2105,2020-01-28,12123/014KONA
Road,London,2020-10-16,2,3740,2020-10-31,84123/192KONA
Mountain,Birmingham,2020-10-04,3,794,2020-10-15,02381/123KONA
Mountain,York,2020-04-29,5,1877,2020-05-15,83481/012KONA
Gravel,London,2020-08-14,2,1890,2020-08-17,93481/014KONA
Mountain,London,2020-02-06,5,2768,2020-02-07,94120/015KONA
Mountain,London,2020-09-26,2,3093,2020-10-13,92423/192KONA
Gravel,Leeds,2020-10-11,3,2182,2020-10-28,83412/824KONA
Gravel,York,2020-06-25,4,3348,2020-07-04,81233/023KONA
Mountain,Leeds,2020-06-27,1,1008,2020-07-15,12123/014KONA
Road,Manchester,2020-10-12,3,788,2020-10-16,84123/192KONA
Mountain,Leeds,2020-03-18,1,1443,2020-04-02,02381/123KONA
Gravel,Manchester,2020-12-13,2,1787,2021-01-01,83481/012KONA
Mountain,London,2020-04-19,4,2155,2020-04-25,93481/014KONA
Mountain,York,2020-12-09,5,2274,2020-12-11,94120/015KONA
Road,London,2020-01-01,3,1731,2020-01-17,92423/192KONA
Road,Birmingham,2020-05-15,2,1851,2020-05-26,83412/824KONA
Gravel,Birmingham,2020-11-27,2,3240,2020-12-16,81233/023KONA
Gravel,Leeds,2020-10-13,2,2167,2020-10-21,12123/014KONA
Road,Leeds,2020-04-15,3,2790,2020-05-01,84123/192KONA
Mountain,York,2020-11-15,5,3736,2020-12-03,02381/123KONA
Gravel,Leeds,2020-03-01,3,1277,2020-03-06,83481/012KONA
Gravel,London,2020-11-17,3,3271,2020-12-02,93481/014KONA
Mountain,London,2020-01-10,4,2129,2020-01-14,94120/015KONA
Gravel,Leeds,2020-02-03,3,3751,2020-02-19,92423/192KONA
Gravel,London,2020-06-03,1,3779,2020-06-18,83412/824KONA
Mountain,Manchester,2020-02-15,2,3912,2020-03-01,81233/023KONA
Mountain,Leeds,2020-09-26,3,895,2020-10-06,12123/014KONA
Road,Manchester,2020-09-16,3,3563,2020-09-27,84123/192KONA
Road,Manchester,2020-12-28,4,3908,2021-01-14,02381/123KONA
Road,Birmingham,2020-02-02,4,975,2020-02-20,83481/012KONA
Mountain,York,2020-06-08,5,3471,2020-06-10,93481/014KONA
Mountain,London,2020-07-21,5,3065,2020-08-04,94120/015KONA
Gravel,York,2020-03-18,1,1675,2020-04-04,92423/192KONA
Mountain,Manchester,2020-05-31,5,1975,2020-06-04,83412/824KONA
Gravel,York,2020-08-24,4,974,2020-09-07,81233/023KONA
Gravel,London,2020-06-13,5,1917,2020-06-22,12123/014KONA
Road,York,2020-07-29,5,1890,2020-07-31,84123/192KONA
Mountain,Manchester,2020-09-22,1,3677,2020-09-26,02381/123KONA
Gravel,Birmingham,2020-10-23,4,3923,2020-10-29,83481/012KONA
Mountain,Birmingham,2020-10-30,1,1374,2020-10-31,93481/014KONA
Road,York,2020-05-17,2,3468,2020-06-03,GIA31292/003
Gravel,York,2020-07-09,2,2778,2020-07-16,GIA21312/001
Gravel,Birmingham,2020-11-08,5,3160,2020-11-28,GIA94221/129
Mountain,York,2020-08-22,5,997,2020-08-27,GIA12442/120
Mountain,London,2020-04-19,3,2208,2020-04-22,GIA12492/123
Gravel,Leeds,2020-10-08,1,2996,2020-10-28,GIA14293/003
Gravel,York,2020-03-20,4,3482,2020-04-08,GIA31292/004
Gravel,Leeds,2020-04-30,5,3950,2020-05-01,GIA21312/002
Mountain,London,2020-01-03,1,963,2020-01-10,GIA94221/130
Road,Birmingham,2020-07-27,4,2820,2020-08-08,GIA12442/121
Gravel,Manchester,2020-07-14,5,1518,2020-07-23,GIA12492/124
Gravel,York,2020-12-11,3,2283,2020-12-18,GIA14293/004
Road,London,2020-10-26,3,1929,2020-11-14,GIA31292/005
Road,Leeds,2020-03-08,2,1894,2020-03-23,GIA31292/004
Road,Leeds,2020-06-11,2,1145,2020-06-29,GIA21312/002
Gravel,Leeds,2020-02-15,1,3742,2020-03-04,GIA94221/130
Gravel,Manchester,2020-10-30,1,1792,2020-11-11,GIA12442/121
Mountain,Manchester,2020-10-18,2,3897,2020-11-04,GIA12492/124
Road,York,2020-05-14,1,1331,2020-05-15,GIA14293/004
Road,Birmingham,2020-09-12,1,967,2020-09-13,GIA31292/005
Gravel,Leeds,2020-05-07,2,3148,2020-05-13,GIA21312/003
Mountain,York,2020-05-02,1,1386,2020-05-18,GIA94221/131
Gravel,London,2020-02-02,4,1395,2020-02-18,GIA12442/122
Gravel,York,2020-05-19,4,1240,2020-06-03,GIA12492/125
Mountain,Manchester,2020-03-08,5,3306,2020-03-13,GIA14293/005
Mountain,Leeds,2020-05-31,2,3284,2020-06-20,GIA31292/006
Mountain,York,2020-12-17,5,3105,2020-12-25,GIA31292/005
Gravel,Birmingham,2020-01-14,2,2046,2020-02-02,GIA21312/003
Road,Manchester,2020-03-04,5,3463,2020-03-19,GIA94221/131
Mountain,London,2020-12-07,5,1815,2020-12-19,GIA12442/122
Road,York,2020-01-19,1,840,2020-02-01,GIA12492/125
Gravel,Manchester,2020-07-26,1,3700,2020-08-06,GIA14293/005
Mountain,Leeds,2020-02-02,3,2656,2020-02-18,GIA31292/006
Road,London,2020-09-14,5,3885,2020-09-20,GIA21312/004
Mountain,Manchester,2020-05-24,1,3422,2020-06-10,GIA94221/132
Gravel,London,2020-10-09,3,3617,2020-10-13,GIA12442/123
Road,London,2020-12-29,5,1099,2021-01-04,GIA12492/126
Mountain,London,2020-09-01,3,2568,2020-09-10,GIA14293/006
Mountain,Leeds,2020-04-11,1,2149,2020-04-22,GIA31292/007
Gravel,Manchester,2020-04-26,5,2537,2020-04-29,GIA31292/006
Mountain,Leeds,2020-05-24,4,3259,2020-05-29,GIA21312/004
Mountain,Manchester,2020-09-19,1,2302,2020-10-03,GIA94221/132
Mountain,Leeds,2020-03-17,4,3392,2020-04-01,GIA12442/123
Gravel,London,2020-12-03,4,3103,2020-12-10,GIA12492/126
Gravel,Leeds,2020-04-29,4,1860,2020-05-09,GIA14293/006
Mountain,Birmingham,2020-06-13,3,2500,2020-06-25,GIA31292/007
Mountain,Birmingham,2020-08-21,5,1612,2020-08-25,GIA21312/005
Gravel,Leeds,2020-01-15,5,2055,2020-01-20,GIA94221/133
Gravel,Leeds,2020-09-04,2,2301,2020-09-17,GIA12442/124
Mountain,London,2020-07-08,1,1940,2020-07-21,GIA12492/127
Mountain,York,2020-10-05,2,3444,2020-10-19,GIA14293/007
Mountain,York,2020-06-08,2,1386,2020-06-23,GIA31292/008
Road,Birmingham,2020-03-14,2,863,2020-03-30,GIA31292/007
Road,Birmingham,2020-04-02,5,1300,2020-04-18,GIA21312/005
Mountain,York,2020-08-22,1,1243,2020-08-29,GIA94221/133
Gravel,Manchester,2020-05-10,5,1997,2020-05-19,GIA12442/124
Mountain,London,2020-05-29,2,2572,2020-06-06,GIA12492/127
Mountain,London,2020-04-18,5,2799,2020-05-02,GIA14293/007
Mountain,Manchester,2020-08-27,5,2666,2020-09-11,GIA31292/008
Mountain,Leeds,2020-10-28,5,1224,2020-11-15,GIA21312/006
Mountain,London,2020-10-05,4,3528,2020-10-19,GIA94221/134
Mountain,York,2020-05-08,3,3684,2020-05-23,GIA12442/125
Mountain,York,2020-04-21,4,1069,2020-05-08,GIA12492/128
Mountain,York,2020-10-15,3,1563,2020-10-29,GIA14293/008
Road,Leeds,2020-07-09,1,3656,2020-07-14,GIA31292/009
Gravel,York,2020-10-14,4,2780,2020-11-03,GIA31292/008
Road,Leeds,2020-09-15,3,3660,2020-09-28,GIA21312/006
Road,London,2020-10-29,1,1318,2020-11-02,GIA94221/134
Road,Leeds,2020-11-01,5,3699,2020-11-17,GIA12442/125
Road,Manchester,2020-09-08,1,1062,2020-09-27,GIA12492/128
Gravel,Leeds,2020-11-23,4,2969,2020-12-11,GIA14293/008
Mountain,York,2020-07-29,4,3445,2020-08-07,GIA31292/009
Gravel,Birmingham,2020-07-07,5,3746,2020-07-19,GIA21312/007
Mountain,Leeds,2020-07-21,2,979,2020-08-01,GIA94221/135
Mountain,Birmingham,2020-11-16,5,827,2020-12-06,GIA12442/126
Road,Birmingham,2020-02-26,4,2118,2020-03-09,GIA12492/129
Mountain,York,2020-02-15,5,3991,2020-02-27,GIA14293/009
Road,Birmingham,2020-10-25,5,1384,2020-11-03,GIA31292/010
Road,Manchester,2020-08-09,4,2835,2020-08-10,GIA31292/009
Road,Leeds,2020-02-16,4,794,2020-02-18,GIA21312/007
Mountain,Birmingham,2020-08-06,1,2576,2020-08-24,GIA94221/135
Road,Leeds,2020-05-16,5,1901,2020-05-17,GIA12442/126
Mountain,York,2020-03-28,4,2536,2020-04-14,GIA12492/129
Gravel,London,2020-03-07,1,3924,2020-03-17,GIA14293/009
Gravel,Manchester,2020-12-04,5,2176,2020-12-08,GIA31292/010
Gravel,London,2020-12-24,3,3980,2021-01-07,GIA21312/008
Road,London,2020-08-04,1,1045,2020-08-15,GIA94221/136
Mountain,Manchester,2020-11-07,5,2555,2020-11-17,GIA12442/127
Gravel,Birmingham,2020-03-16,3,1007,2020-03-19,GIA12492/130
Mountain,Birmingham,2020-11-05,2,1628,2020-11-09,GIA14293/010
Road,Birmingham,2020-04-17,5,2453,2020-04-18,GIA31292/011
Road,London,2020-05-21,5,1185,2020-06-01,GIA31292/010
Mountain,Manchester,2020-04-09,3,2402,2020-04-28,GIA21312/008
Road,Birmingham,2020-03-14,1,3099,2020-03-20,GIA94221/136
Gravel,Leeds,2020-05-22,1,3432,2020-06-03,GIA12442/127
Gravel,York,2020-06-23,1,3758,2020-06-28,GIA12492/130
Gravel,York,2020-01-05,2,3737,2020-01-18,GIA14293/010
Road,Manchester,2020-01-21,5,3945,2020-01-25,GIA31292/011
Road,Birmingham,2020-06-03,3,1753,2020-06-20,220SPEC12402
Gravel,Manchester,2020-05-08,2,1462,2020-05-25,012SPEC24021
Gravel,Leeds,2020-02-08,2,3139,2020-02-16,043SPEC12400
Gravel,London,2020-08-02,1,2455,2020-08-05,032SPEC29124
Mountain,Birmingham,2020-04-05,1,3459,2020-04-20,021SPEC01442
Mountain,Birmingham,2020-09-01,5,2022,2020-09-07,102SPEC84223
Road,Manchester,2020-03-12,3,979,2020-03-27,012SPEC93581
Mountain,London,2020-10-29,2,3461,2020-11-09,943SPEC24912
Mountain,Manchester,2020-09-16,5,1089,2020-09-21,429SPEC21312
Road,Birmingham,2020-04-30,5,2577,2020-05-15,942SPEC34342
Road,Leeds,2020-02-18,1,1035,2020-02-22,120SPEC13492
Road,Birmingham,2020-04-03,5,2729,2020-04-12,220SPEC12403
Road,Manchester,2020-10-28,3,3177,2020-11-13,012SPEC24022
Gravel,York,2020-04-19,5,1164,2020-05-01,043SPEC12401
Road,Birmingham,2020-11-17,3,3550,2020-11-26,032SPEC29125
Gravel,Birmingham,2020-01-29,3,3379,2020-02-14,021SPEC01443
Gravel,London,2020-05-04,1,3027,2020-05-07,102SPEC84224
Gravel,Birmingham,2020-05-16,1,2411,2020-05-22,012SPEC93582
Road,London,2020-03-25,2,3309,2020-03-29,943SPEC24913
Mountain,Manchester,2020-06-25,3,1509,2020-07-03,429SPEC21313
Gravel,Leeds,2020-07-16,4,3589,2020-08-05,942SPEC34343
Mountain,Manchester,2020-09-07,4,1602,2020-09-27,120SPEC13493
Mountain,Leeds,2020-11-06,3,2629,2020-11-22,220SPEC12404
Road,Manchester,2020-09-28,1,1030,2020-10-17,012SPEC24023
Road,Manchester,2020-08-29,3,3843,2020-09-01,043SPEC12402
Mountain,York,2020-10-26,1,1616,2020-11-05,032SPEC29126
Road,Birmingham,2020-08-09,2,782,2020-08-26,021SPEC01444
Road,York,2020-03-20,5,1775,2020-03-28,102SPEC84225
Mountain,London,2020-08-27,5,2191,2020-09-08,012SPEC93583
Road,Leeds,2020-12-29,4,3599,2021-01-05,943SPEC24914
Road,Birmingham,2020-09-19,3,1469,2020-10-03,429SPEC21314
Mountain,Birmingham,2020-07-06,4,1876,2020-07-16,942SPEC34344
Gravel,Manchester,2020-01-18,3,2213,2020-01-25,120SPEC13494
Mountain,London,2020-08-17,5,2697,2020-08-31,220SPEC12405
Gravel,Birmingham,2020-01-01,1,863,2020-01-19,012SPEC24024
Road,Birmingham,2020-08-29,5,834,2020-09-09,043SPEC12403
Road,Manchester,2020-10-12,3,3605,2020-10-21,032SPEC29127
Road,Birmingham,2020-09-15,4,1138,2020-09-30,021SPEC01445
Mountain,York,2020-08-20,1,2630,2020-08-31,102SPEC84226
Gravel,London,2020-08-29,5,1256,2020-09-01,012SPEC93584
Gravel,Birmingham,2020-12-05,4,1809,2020-12-21,943SPEC24915
Mountain,London,2020-06-17,4,2703,2020-06-26,429SPEC21315
Road,London,2020-02-04,3,1618,2020-02-20,942SPEC34345
Road,Leeds,2020-03-01,4,2495,2020-03-16,120SPEC13495
Gravel,London,2020-08-28,4,3546,2020-09-12,220SPEC12406
Road,Manchester,2020-04-22,3,3968,2020-05-03,012SPEC24025
Gravel,York,2020-07-22,5,2245,2020-08-10,043SPEC12404
Gravel,Leeds,2020-10-11,5,1728,2020-10-12,032SPEC29128
Mountain,Birmingham,2020-12-09,3,2029,2020-12-21,021SPEC01446
Mountain,Birmingham,2020-07-01,1,1365,2020-07-05,102SPEC84227
Road,Birmingham,2020-08-16,3,3025,2020-09-03,012SPEC93585
Mountain,London,2020-04-24,4,3928,2020-05-08,943SPEC24916
Mountain,London,2020-05-03,1,3600,2020-05-05,429SPEC21316
Gravel,London,2020-08-30,2,3016,2020-09-12,942SPEC34346
Gravel,Leeds,2020-05-11,5,2599,2020-05-28,120SPEC13496
Road,Birmingham,2020-01-16,5,3444,2020-01-27,220SPEC12407
Gravel,London,2020-05-22,3,3887,2020-06-06,012SPEC24026
Road,Manchester,2020-08-24,4,1259,2020-09-06,043SPEC12405
Gravel,Manchester,2020-12-19,1,3982,2020-12-23,032SPEC29129
Mountain,Birmingham,2020-02-13,3,3864,2020-02-26,021SPEC01447
Gravel,Manchester,2020-08-24,3,864,2020-09-08,102SPEC84228
Gravel,Birmingham,2020-03-22,4,3472,2020-03-27,012SPEC93586
Road,London,2020-12-26,2,3520,2020-12-31,943SPEC24917
Gravel,Leeds,2020-03-15,1,2429,2020-04-02,429SPEC21317
Mountain,York,2020-07-02,2,1799,2020-07-07,942SPEC34347
Road,London,2020-09-19,1,1232,2020-10-07,120SPEC13497
Gravel,London,2020-09-22,2,2359,2020-09-23,220SPEC12408
Mountain,London,2020-04-07,4,2460,2020-04-25,012SPEC24027
Road,London,2020-02-07,5,1772,2020-02-27,043SPEC12406
Road,Leeds,2020-01-22,1,1765,2020-01-29,032SPEC29130
Gravel,London,2020-01-12,3,1954,2020-01-31,021SPEC01448
Gravel,Leeds,2020-11-05,5,2095,2020-11-13,102SPEC84229
Road,York,2020-05-04,3,1676,2020-05-07,012SPEC93587
Gravel,Manchester,2020-08-13,5,945,2020-08-30,943SPEC24918
Mountain,Manchester,2020-07-25,1,2093,2020-08-08,429SPEC21318
Mountain,York,2020-10-13,4,1733,2020-10-30,942SPEC34348
Mountain,Manchester,2020-07-05,3,3924,2020-07-13,120SPEC13498
Road,York,2020-03-24,2,2281,2020-03-31,220SPEC12409
Gravel,York,2020-06-05,4,2566,2020-06-15,012SPEC24028
Mountain,Birmingham,2020-07-03,3,3216,2020-07-23,043SPEC12407
Mountain,Leeds,2020-07-06,5,2524,2020-07-08,032SPEC29131
Gravel,Manchester,2020-06-30,5,2953,2020-07-11,021SPEC01449
Mountain,Birmingham,2020-05-01,5,2149,2020-05-21,102SPEC84230
Road,York,2020-10-18,2,3705,2020-11-02,012SPEC93588
Road,Leeds,2020-06-03,1,2938,2020-06-12,943SPEC24919
Mountain,Birmingham,2020-01-13,1,1425,2020-01-22,429SPEC21319
Mountain,London,2020-12-30,5,3678,2021-01-19,942SPEC34349
Mountain,London,2020-12-02,4,929,2020-12-19,120SPEC13499
Mountain,York,2020-06-01,3,2394,2020-06-11,220SPEC12410
